V1,V2,value
"Williams, William Carlos","Herbst, Josephine",12
"Williams, William Carlos","Herman, Paul",2
"Williams, William Carlos","Herrmann, Ruth",2
"Williams, William Carlos","Higgins, Jim",20
"Williams, William Carlos","Hiler, Hilaire",27
"Williams, William Carlos","Hoffman, Everett",2
"Williams, William Carlos",Holiday,2
"Williams, William Carlos","Holmes, John",8
"Williams, William Carlos","Hoormann, John",2
"Williams, William Carlos",The Hopkins Review,2
"Williams, William Carlos","Horace Mann School (New York, N.Y.)",4
"Williams, William Carlos",Horizon,2
"Williams, William Carlos",Hospitalized Veterans Writing Project,2
"Williams, William Carlos",Houghton Mifflin Company,2
"Williams, William Carlos",The Hound & Horn Inc.,2
"Williams, William Carlos","Howard, Curtis",2
"Williams, William Carlos","Howe, Henrietta",2
"Williams, William Carlos","Howe, Marvine",2
"Williams, William Carlos","Hubbard, Alice Philena (Sister Felicia)",18
"Williams, William Carlos","Hudson, Flexmore",2
"Williams, William Carlos","Huff, Robert",2
"Williams, William Carlos",The Hudson Review,6
"Williams, William Carlos","Bruce Humphries, Inc.",2
"Williams, William Carlos","Bruce Humphries, Inc., Box 3",2
"Williams, William Carlos","Hunt, Bert",2
"Williams, William Carlos","Hunts, Naomi",5
"Williams, William Carlos",Hunter College,2
"Williams, William Carlos","Husband, John",30
"Williams, William Carlos","Hutchinson, Ray",2
"Williams, William Carlos","Hutchinson, Robert",2
"Williams, William Carlos","Ignatow, David",11
"Williams, William Carlos",Inaugural Committee (U.S.: 1961),2
"Williams, William Carlos","Ingerslev, K.",2
"Williams, William Carlos",Insert,2
"Williams, William Carlos",Interim,2
"Williams, William Carlos",International House,2
"Williams, William Carlos",Institute of Contemporary Arts,-8
"Williams, William Carlos",Intro Bulletin,2
"Williams, William Carlos",Iowa State Teachers College,2
"Williams, William Carlos","Isaksson, Folke",2
"Williams, William Carlos",J. B. Lippincott & Co.,2
"Williams, William Carlos","Jackson, Jess H.",2
"Williams, William Carlos","Jacoby Jr., Grover",4
"Williams, William Carlos",The James Joyce Review,2
"Williams, William Carlos",Jamestown College,2
"Williams, William Carlos",Janus,2
"Williams, William Carlos",Jargon,2
"Williams, William Carlos","Jarrell, Randall",2
"Williams, William Carlos","Jennings, Ned",2
"Williams, William Carlos","The Jewish Braille Institute of America, Inc.",2
"Williams, William Carlos","Jobes, Gertrude",2
"Williams, William Carlos","Joffe, Eugene",2
"Williams, William Carlos",Johns Hopkins University,2
"Williams, William Carlos","Johns, Richard",8
"Williams, William Carlos","Johnson, Ronald",2
"Williams, William Carlos","Jonas, Stephen",2
"Williams, William Carlos","Jones, Frank",2
"Williams, William Carlos","Jones, Leroi (Baraka, Imamu Amiri)",2
"Williams, William Carlos","Jones, Llewellyn",2
"Williams, William Carlos","Jones, Margo",2
"Williams, William Carlos","Jordan, Viola Baxter",19
"Williams, William Carlos","Josephson, Matthew",6
"Williams, William Carlos","Judd, Chas",2
"Williams, William Carlos","Jurilli, Arcangelo",2
"Williams, William Carlos","Kamin, Martin",2
"Williams, William Carlos","Kenner, Hugh",6
"Williams, William Carlos",The Kenyon Review,18
"Williams, William Carlos","Keppel, Charles",8
"Williams, William Carlos","Kerouac, Jack",2
"Williams, William Carlos","Kinnell, Galway",8
"Williams, William Carlos","Alfred A. Knopf, Inc.",13
"Williams, William Carlos","Koch, Vivienne",13
"Williams, William Carlos","Koehler, Stanley",8
"Williams, William Carlos","Kramer, Miriam",9
"Williams, William Carlos",Ladies' Home Journal,2
"Williams, William Carlos","Langton, Daniel",3
"Williams, William Carlos","Larsson, R. E. F.",16
"Williams, William Carlos","Laughlin, James",28
"Williams, William Carlos","Layton, Irving",5
"Williams, William Carlos","League of American Writers, Inc.",2
"Williams, William Carlos","Leckie, Robert H.",18
"Williams, William Carlos",The Left,2
"Williams, William Carlos","Leippert, James George",2
"Williams, William Carlos","Lenberg, Lore",2
"Williams, William Carlos","Leslie, Alfred",2
"Williams, William Carlos","Levertov, Denise",8
"Williams, William Carlos","Levy, Beryl Harold",2
"Williams, William Carlos","LeWinter, Oswald",4
"Williams, William Carlos","Lewis, H. H.",12
"Williams, William Carlos","Lewis, W. S. (Wilmarth Sheldon)",2
"Williams, William Carlos",Library of Congress,19
"Williams, William Carlos","Lieber, Maxim",2
"Williams, William Carlos","Little, Brown and Company",2
"Williams, William Carlos","Living Theatre (New York, N. Y.)",14
"Williams, William Carlos","Lloyd, Norman",2
"Williams, William Carlos","Locher, Robert Evans",2
"Williams, William Carlos","Logan, John",2
"Williams, William Carlos","Lotterle, Adell",2
"Williams, William Carlos","Lougée, David",2
"Williams, William Carlos","Lowell, Robert",7
"Williams, William Carlos","Lowenfels, Walter",2
"Williams, William Carlos","Lyle, David",8
"Williams, William Carlos","MacDonald, Dwight",4
"Williams, William Carlos","MacGregor, Robert",5
"Williams, William Carlos","MacLeish, Archibald",13
"Williams, William Carlos","Macleod, Joseph Todd Gordon",2
"Williams, William Carlos","Macleod, Norman",27
"Williams, William Carlos","Mac Low, Jackson",2
"Williams, William Carlos",Macmillan Company,2
"Williams, William Carlos","Macmillan, Peggy",2
"Williams, William Carlos","Mallan, Lloyd",2
"Williams, William Carlos","Manfred, Frederick Feikema",5
"Williams, William Carlos","Mangan, Sherry",2
"Williams, William Carlos","Mann, Klaus",4
"Williams, William Carlos","March, William",2
"Williams, William Carlos","Martin, Dexter C.",2
"Williams, William Carlos","Martinelli, Sheri",2
"Williams, William Carlos","Martz, Louis Lohr",8
"Williams, William Carlos","Mathews, Jack",4
"Williams, William Carlos","McAlmon, Robert",31
"Williams, William Carlos","McCall, Monica",2
"Williams, William Carlos","McCullers, Carson",2
"Williams, William Carlos","McDonough, George",2
"Williams, William Carlos","McDowell, David",21
"Williams, William Carlos","McDowell, Obolensky Inc.",2
"Williams, William Carlos",McKenzie,2
"Williams, William Carlos","McKenzie, Donald",2
"Williams, William Carlos","McLaughlin, Elizabeth",2
"Williams, William Carlos","McMann, James",2
"Williams, William Carlos","McMullan, Frank",2
"Williams, William Carlos","McMullan, Frank",2
"Williams, William Carlos","McTienan, Helen",2
"Williams, William Carlos","Meacham, Harry M. (Harry Monroe)",2
"Williams, William Carlos","Mellquist, Jerome",7
"Williams, William Carlos","Mencken, H. L. (Henry Louis)",15
"Williams, William Carlos","Mercado, Gregorio",2
"Williams, William Carlos","Merton, Thomas",2
"Williams, William Carlos","Michel, Albin",2
"Williams, William Carlos",Middlebury College,2
"Williams, William Carlos","Miles, Leland",4
"Williams, William Carlos","Miller, Fred",33
"Williams, William Carlos","Miller, Henry",2
"Williams, William Carlos","Miller, Nolan",7
"Williams, William Carlos","Miller, Rosalind",2
"Williams, William Carlos","Miner, Earl Roy",2
"Williams, William Carlos","Mitchell, David",2
"Williams, William Carlos","Mitchell, F. Claire",3
"Williams, William Carlos","Mittelmann, Dr. B.",2
"Williams, William Carlos",The Modern Language Association of America,2
"Williams, William Carlos","Molina, Judith",2
"Williams, William Carlos",Monmouth Letters,2
"Williams, William Carlos",The Montevallo Review,2
"Williams, William Carlos","Moore, Frank",5
"Williams, William Carlos","Moore, Marianne",37
"Williams, William Carlos","Moore, Merrill",15
"Williams, William Carlos","Moore, Pamela and Geoffrey",3
"Williams, William Carlos","Moraff, Barbara",2
"Williams, William Carlos","Morgan, Frederick",2
"Williams, William Carlos",Morris Gallery,2
"Williams, William Carlos","Morris, William",2
"Williams, William Carlos","Morse, Samuel",7
"Williams, William Carlos","Morrison, Ted",2
"Williams, William Carlos","Moss, Howard",2
"Williams, William Carlos","Motheral, Teresa",5
"Williams, William Carlos","Motherwell, Robert",2
"Williams, William Carlos","Mottram, Eric",2
"Williams, William Carlos",Mount Holyoke College,2
"Williams, William Carlos","Muir, Edwin",2
"Williams, William Carlos","Mumford, L. Quincy (Lawrence Quincy)",2
"Williams, William Carlos","Munson, Gorham Bert",11
"Williams, William Carlos","Murdoch, Wilhelm",2
"Williams, William Carlos","Murray Jr., James",9
"Williams, William Carlos",Museum of Art of Ogunquit,2
"Williams, William Carlos","Museum of Modern Art (New York, N.Y.)",12
"Williams, William Carlos","Myers, Neil",2
"Williams, William Carlos","Namuth, Hans",2
"Williams, William Carlos","Napier, John",6
"Williams, William Carlos","Nardi, Marcia",28
"Williams, William Carlos",The Nation,20
"Williams, William Carlos",The National Book Awards,2
"Williams, William Carlos",National Council of Teachers of English,17
"Williams, William Carlos",National Institute of Arts and Letters (U.S.),10
"Williams, William Carlos",The National Library of Spoken Literature,2
"Williams, William Carlos",National Poetry Foundation,2
"Williams, William Carlos",Naval Air Technical Training Center,2
"Williams, William Carlos","Navaretta, E. A.",2
"Williams, William Carlos","Nelson, Frances",13
"Williams, William Carlos",New American Library,2
"Williams, William Carlos",New Directions,23
"Williams, William Carlos",New Jersey Association of Teachers of English,2
"Williams, William Carlos",New Jersey State Headquarters for Selective Service,18
"Williams, William Carlos",New Jersey State Hospital,12
"Williams, William Carlos",New Jersey State Teachers College,2
"Williams, William Carlos","New Jersey, Governor",2
"Williams, William Carlos",New Leader,2
"Williams, William Carlos",New Masses,8
"Williams, William Carlos",The New Quarterly of Poetry,2
"Williams, William Carlos",New Republic,14
"Williams, William Carlos",The New Review,2
"Williams, William Carlos",New-Story,2
"Williams, William Carlos",Number not used,2
"Williams, William Carlos",New York Academy of Medicine,2
"Williams, William Carlos",Section on Historical and Cultural Medicine,2
"Williams, William Carlos","New York Council of the Arts, Sciences, and Professions",2
"Williams, William Carlos",New York Herald Tribune,2
"Williams, William Carlos",New York Post,2
"Williams, William Carlos",New York Times Company,8
"Williams, William Carlos",New York University,2
"Williams, William Carlos",The New Yorker,2
"Williams, William Carlos","Newman, Muriel Kallis Steinberg",2
"Williams, William Carlos","Newmann, Louis",2
"Williams, William Carlos",The Public Library of Newark New Jersey,2
"Williams, William Carlos","Niedecker, Lorine",2
"Williams, William Carlos","Niese, Henry",6
"Williams, William Carlos","Second folder purchased on Alvord and McCullough funds,1973",2
"Williams, William Carlos",Nimrod,2
"Williams, William Carlos","Nin, Anaïs",6
"Williams, William Carlos",Noonday Press,2
"Williams, William Carlos","Norman, Charles",15
"Williams, William Carlos","Norman, Dorothy",28
"Williams, William Carlos","Norse, Harold",11
"Williams, William Carlos",North Carolina College for Negroes,2
"Williams, William Carlos",Northern Review of Writing and the Arts in Canada,2
"Williams, William Carlos","Northwestern University (Evanston, Ill.)",2
"Williams, William Carlos","Noyes, Arthur",11
"Williams, William Carlos","O'Brien, Edward",2
"Williams, William Carlos","O'Keeffe, Georgia",2
"Williams, William Carlos",The Official Source Records Fund,2
"Williams, William Carlos",Old Sturbridge Village,2
"Williams, William Carlos","Olson, Charles",7
"Williams, William Carlos","Opffer, Ivan",2
"Williams, William Carlos","Oppen, George",2
"Williams, William Carlos","Oppenheimer, Joel",2
"Williams, William Carlos","Orage, A. R. (Alfred Richard)",2
"Williams, William Carlos","Orlovitz, Gil",2
"Williams, William Carlos","Ostrom, Alan",2
"Williams, William Carlos","Oxford University Press, Inc.",2
"Williams, William Carlos",Peter Owen Limited,2
"Williams, William Carlos",Pacifica Foundation,2
"Williams, William Carlos",Pagany,2
"Williams, William Carlos","Paquette, Donald J.",9
"Williams, William Carlos","Paquette, Donald J.",8
"Williams, William Carlos","Purchased on Alivord and Matthiessen funds, December 1965",2
"Williams, William Carlos","Parkes, H. B.",2
"Williams, William Carlos","Parkes, Raymond",4
"Williams, William Carlos","Parker, Wyman",6
"Williams, William Carlos","Parone, Ed",2
"Williams, William Carlos","Partch, Harry",2
"Williams, William Carlos",Partisan Review,6
"Williams, William Carlos","Pearce, Charles",12
"Williams, William Carlos","Pearce, J. Kenneth (John Kenneth)",2
"Williams, William Carlos","Pearce, J. Kenneth (John Kenneth)",5
"Williams, William Carlos","Pearson, Norman Holmes",23
"Williams, William Carlos",Folder 569 [1 p. ; 28 cm.],2
"Williams, William Carlos",Folder 568 [57 p. ; 28 cm. and smaller],2
"Williams, William Carlos",Folder 567 [37 p. ; 28 cm. and smaller],2
"Williams, William Carlos","Peck, Jim",2
"Williams, William Carlos",Commonwealth of Pennsylvania,3
"Williams, William Carlos","Perham, Herbert N.",20
"Williams, William Carlos",Perspective,2
"Williams, William Carlos","Pettitt, Kenneth",2
"Williams, William Carlos",Phaidon Press Ltd.,2
"Williams, William Carlos",City of Philadelphia,2
"Williams, William Carlos",Philadelphia Fine Arts Center,2
"Williams, William Carlos",Philosophical Library,5
"Williams, William Carlos","Pike, John",2
"Williams, William Carlos","Pinck, Joan",2
"Williams, William Carlos",Platform,2
"Williams, William Carlos","Platt, David",2
"Williams, William Carlos",Playwrights,2
"Williams, William Carlos",Poems in Folio (Firm),2
"Williams, William Carlos",Poetry,17
"Williams, William Carlos",Poetry Awards,2
"Williams, William Carlos",The Poetry Center,7
"Williams, William Carlos",Poetry Dial,2
"Williams, William Carlos",Poetry Ireland (Group),2
"Williams, William Carlos",Poetry Quarterly,2
"Williams, William Carlos",Poetry Society of America,2
"Williams, William Carlos",Poetry Society of Georgia,3
"Williams, William Carlos","Porter, Beau",2
"Williams, William Carlos",Portfolio,2
"Williams, William Carlos","Post, Arnold",2
"Williams, William Carlos","Poulin Jr., Alfred",2
"Williams, William Carlos","Pound, Dorothy and Omar S.",18
"Williams, William Carlos","Pound, Ezra",54
"Williams, William Carlos",Présence,2
"Williams, William Carlos",Princeton University,2
"Williams, William Carlos",Princeton University Press,2
"Williams, William Carlos","Purdy, James",5
"Williams, William Carlos",Quarterly Review of Literature,2
"Williams, William Carlos",Queens College,2
"Williams, William Carlos","Quinn, Kerker",2
"Williams, William Carlos","Quinn, Mary Bernetta",12
"Williams, William Carlos",Radio-Keith-Orpheum Corporation,2
"Williams, William Carlos",Radiodiffusion Française,2
"Williams, William Carlos","Rago, Henry",8
"Williams, William Carlos","Rakosi, Carl",11
"Williams, William Carlos",Random House (Firm),9
"Williams, William Carlos","Raworth, Tom",2
"Williams, William Carlos","Rayaprol, Srinivas M.",11
"Williams, William Carlos",The Record Hunter,2
"Williams, William Carlos","Reed, Henry",2
"Williams, William Carlos","Reeve, Paul",16
"Williams, William Carlos","Reid, Frederick W.",2
"Williams, William Carlos",The Republic,2
"Williams, William Carlos","Rexroth, Kenneth",28
"Williams, William Carlos","Reznikoff, Charles",3
"Williams, William Carlos","Richardson, Bruce",2
"Williams, William Carlos","Richardson, Frank Howard",3
"Williams, William Carlos","Richter, Robert",2
"Williams, William Carlos","Rieger, Carl",2
"Williams, William Carlos","Roberts, John",2
"Williams, William Carlos","Robin, Harry",2
"Williams, William Carlos","Roche, Paul",3
"Williams, William Carlos","Roethke, Theodore",19
"Williams, William Carlos","Romano, Emanuel",7
"Williams, William Carlos","Rosenberg, Harold",2
"Williams, William Carlos","Rosenfeld, Isaac",2
"Williams, William Carlos","Rosenfeld, Paul",2
"Williams, William Carlos","Rosenthal, Mack",7
"Williams, William Carlos","Roth, William",2
"Williams, William Carlos","Ruda, Henry",2
"Williams, William Carlos","Rudin, Paul",2
"Williams, William Carlos","Russell, Doris",2
"Williams, William Carlos","Russell, Helen",6
"Williams, William Carlos",Rutgers University,10
"Williams, William Carlos",Rutherford High School,2
"Williams, William Carlos","St. John's College (Annapolis, Md.)",2
"Williams, William Carlos",San Francisco Review,2
"Williams, William Carlos","Sanford, John",2
"Williams, William Carlos","Sanford, Julian",2
"Williams, William Carlos",Sarah Lawrence College,2
"Williams, William Carlos",The Saturday Review,26
"Williams, William Carlos","Schlesinger, Arthur M. (Arthur Meier)",2
"Williams, William Carlos","Schneider, Eleanor",2
"Williams, William Carlos","Schorer, Mark",13
"Williams, William Carlos","Schware, H. C.",2
"Williams, William Carlos","Schwartz, Horace",2
"Williams, William Carlos","Schwartz, Delmore",18
"Williams, William Carlos","Scott, Winfield Townley",21
"Williams, William Carlos",The Scribner Book Store,2
"Williams, William Carlos",Charles Scribner's Sons,26
"Williams, William Carlos","Seiffert, Marjorie Allen",2
"Williams, William Carlos",Selection,2
"Williams, William Carlos","Sellin, Eric",5
"Williams, William Carlos","Sethi, Narendra Kumar",2
"Williams, William Carlos",The Sewanee Review,2
"Williams, William Carlos",Shakespeare and Company,12
"Williams, William Carlos","Shapiro, Harvey",2
"Williams, William Carlos","Shapiro, Karl Jay",15
"Williams, William Carlos","Sheeler, Charles",22
"Williams, William Carlos","Shepard, Richard",2
"Williams, William Carlos",Shigaku,2
"Williams, William Carlos",The Shoe String Press,6
"Williams, William Carlos","Shoemaker, Brant",2
"Williams, William Carlos","Siegel, Eli",2
"Williams, William Carlos","Silvermman, Richard",8
"Williams, William Carlos","Simon and Schuster, inc.",2
"Williams, William Carlos","Simpson, Dallam",2
"Williams, William Carlos","Sinclair, Upton",2
"Williams, William Carlos","Sitwell, Edith, Dame",2
"Williams, William Carlos","Slate, Joseph",2
"Williams, William Carlos","Smith, E. O.",4
"Williams, William Carlos","Solomon, Carl",2
"Williams, William Carlos","Solt, Mary Ellen",5
"Williams, William Carlos","Sorrentino, Gilbert",24
"Williams, William Carlos","Southard, Bud",6
"Williams, William Carlos",Southern Review (Organization),2
"Williams, William Carlos","The Spanish Institute, Inc.",2
"Williams, William Carlos","Stallman, R. W. (Robert Wooster)",2
"Williams, William Carlos","Stein, Gertrude",2
"Williams, William Carlos","Steinberg, Harris",2
"Williams, William Carlos","Stephens, Pauline F.",2
"Williams, William Carlos","Stevens, Wallace",27
"Williams, William Carlos","Stewart, Fred",2
"Williams, William Carlos","Stieglitz, Alfred",2
"Williams, William Carlos","Stock, Noel",2
"Williams, William Carlos",Story and The Story Press,11
"Williams, William Carlos","Sutton, Walter",3
"Williams, William Carlos","Suwa, Y?",2
"Williams, William Carlos",Swarthmore College,2
"Williams, William Carlos",The Symposium,2
"Williams, William Carlos",12th Street: A Quarterly,2
"Williams, William Carlos","Tate, Allen",14
"Williams, William Carlos","Taupin, Renè",2
"Williams, William Carlos","The Theatre Guild, Inc.",2
"Williams, William Carlos",Think,2
"Williams, William Carlos","Thirlwall, John C.",9
"Williams, William Carlos",The Times,2
"Williams, William Carlos","Tio, Felix E.",2
"Williams, William Carlos",Today's Japan: Orient/West,2
"Williams, William Carlos","Tomlinson, Charles",9
"Williams, William Carlos","Topping, S.J.",2
"Williams, William Carlos",Trinity College,2
"Williams, William Carlos","Turnbull, Gael",4
"Williams, William Carlos","Turner, Alva Nola",44
"Williams, William Carlos","Turner, Bill",2
"Williams, William Carlos",Twentieth Century-Fox Film Corporation,2
"Williams, William Carlos","Tyler, Parker",15
"Williams, William Carlos","Uhlmann, Joachim",2
"Williams, William Carlos","Ungar, Florence",3
"Williams, William Carlos",United States,19
"Williams, William Carlos",United States Fidelity and Guaranty Company,2
"Williams, William Carlos",United States Navy Dept. Bureau of Medicine and Surgery,2
"Williams, William Carlos",University of British Columbia,2
"Williams, William Carlos",University of Buffalo,14
"Williams, William Carlos",University of California,2
"Williams, William Carlos",University of Connecticut,2
"Williams, William Carlos",University of Detroit,2
"Williams, William Carlos",University of Kansas City,2
"Williams, William Carlos",University of Maine,2
"Williams, William Carlos",University of Minnesota,2
"Williams, William Carlos",Number not used,2
"Williams, William Carlos",The University of New Mexico,2
"Williams, William Carlos",University of Pennsylvania,12
"Williams, William Carlos",University of Puerto Rico,2
"Williams, William Carlos",University of Rochester,3
"Williams, William Carlos",University of Saskatchewan,2
"Williams, William Carlos",University of Texas,2
"Williams, William Carlos",University of Virginia,2
"Williams, William Carlos",University of Washington,4
"Williams, William Carlos",Unitarian Fellowship in Paradise Valley,2
"Williams, William Carlos","Unterecker, John Eugene",2
"Williams, William Carlos","Untermeyer, Louis",23
"Williams, William Carlos","Van Duyn, Mona",2
"Williams, William Carlos",Van Vechten Press,2
"Williams, William Carlos",Variegation,2
"Williams, William Carlos","Varney, John",9
"Williams, William Carlos","Vazakas, Byron",17
"Williams, William Carlos","Vázques Amaral, José",10
"Williams, William Carlos","Vidal, Amparo Rodriguez",2
"Williams, William Carlos","Viereck, Peter",2
"Williams, William Carlos",View,2
"Williams, William Carlos",The Viking Press Inc.,2
"Williams, William Carlos","Villa, José García",27
"Williams, William Carlos",Virginia,13
"Williams, William Carlos",The Virginia Quarterly Review,2
"Williams, William Carlos",Vogue,2
"Williams, William Carlos","von Erfta, Eleanor",2
"Williams, William Carlos","Votava, Vivian",2
"Williams, William Carlos",Voyager,2
"Williams, William Carlos",W. B. Keeler College Stores,2
"Williams, William Carlos",W. W. Norton & Company,2
"Williams, William Carlos",Wake Editions,2
"Williams, William Carlos",Walker Art Center,2
"Williams, William Carlos","Wallace, Robert",2
"Williams, William Carlos","Walt Disney Productions, Inc.",2
"Williams, William Carlos","Wang, David",4
"Williams, William Carlos","Waring, A. J.",5
"Williams, William Carlos","Warlow, Francis W.",2
"Williams, William Carlos",Warner Bros.,2
"Williams, William Carlos",Mary Warren and Bert Gross,2
"Williams, William Carlos",Washington University,2
"Williams, William Carlos",Wayne State University,2
"Williams, William Carlos","Weber, Ben",8
"Williams, William Carlos","Weinberger, Tony",3
"Williams, William Carlos","Weiss, Neil",13
"Williams, William Carlos","Weiss, Theodor",15
"Williams, William Carlos","Welch, Lewis",10
"Williams, William Carlos","Wellcome, Irving",25
"Williams, William Carlos",Wellesley College,2
"Williams, William Carlos","Wells, Charles",2
"Williams, William Carlos","Wells, Henry",12
"Williams, William Carlos","West, Nathanael",2
"Williams, William Carlos","Wetteran, Bob",8
"Williams, William Carlos","Whalen, Philip",2
"Williams, William Carlos","Whigham, Peter",2
"Williams, William Carlos",Whitney Museum of American Art,2
"Williams, William Carlos",Who's Who in America,2
"Williams, William Carlos","William Sloane Associates, Inc.",2
"Williams, William Carlos","Williams, Daphne",2
"Williams, William Carlos","Williams, Edgar",48
"Williams, William Carlos","Williams, Florence H. (Florence Herman)",45
"Williams, William Carlos","Williams, Jonathan",8
"Williams, William Carlos","Williams, Paul",2
"Williams, William Carlos","Williams, Paul, Jr.",2
"Williams, William Carlos","Williams, Raquel Héléna Rose Hoheb and E. Wellcome (retyped) and calling cards",18
"Williams, William Carlos","Williams, Raquel Héléna Rose Hoheb",31
"Williams, William Carlos","Williams, Suzanne",2
"Williams, William Carlos","Williams, Tennessee",2
"Williams, William Carlos","Williams, Virginia",2
"Williams, William Carlos","Williams, William Eric",37
"Williams, William Carlos","Williams, William George",2
"Williams, William Carlos","Wilson, T. C.",31
"Williams, William Carlos","Winters, Yvor",3
"Williams, William Carlos","Witt-Diamant, Ruth",6
"Williams, William Carlos","Wittemore, Reed",2
"Williams, William Carlos","Wood, Audrey",2
"Williams, William Carlos","Woodward, Don",3
"Williams, William Carlos",Yaddo (Artist's colony),3
"Williams, William Carlos",Yale University,20
"Williams, William Carlos","Yohalem, Rona A.",2
"Williams, William Carlos","Young, Lafayette",2
"Williams, William Carlos","Zabriskie, George",33
"Williams, William Carlos","Zara, Louis",2
"Williams, William Carlos",Zero,2
"Williams, William Carlos",Ziff-Davis Publishing Company,2
"Williams, William Carlos",Zone,2
"Williams, William Carlos",Zorach,2
"Williams, William Carlos","Zukofsky, Louis",33
"Williams, William Carlos",,2
"Williams, William Carlos",,2
"Williams, William Carlos",,2
"Williams, William Carlos",,2
"Williams, William Carlos",,2
"Williams, William Carlos",,2
"Williams, William Carlos",,2
"Williams, William Carlos",,2
"Williams, William Carlos",,2
"Williams, William Carlos",,2
"Williams, William Carlos",,2
"Williams, William Carlos",,2
"Williams, William Carlos",,2
